txn_id,account_id,amount,txn_type,txn_date,status
TXN-0000984,ACC-00029,30407.95,debit,2025-03-29T03:57:01Z,failed
TXN-0000985,ACC-00114,39064.39,credit,2024-06-01T00:24:16Z,completed
TXN-0000986,ACC-00043,26921.08,credit,2025-06-09T21:22:34Z,failed
TXN-0000987,ACC-00491,4369.76,credit,2024-05-31T00:48:41Z,pending
TXN-0000988,ACC-00163,30158.99,debit,2025-12-06T14:40:42Z,failed
TXN-0000989,ACC-00185,19878.5,credit,2024-10-14T02:24:07Z,pending
TXN-0000990,ACC-00191,610.53,credit,2024-09-29T21:43:57Z,pending
TXN-0000991,ACC-00229,43715.21,debit,2024-06-16T12:50:56Z,failed
TXN-0000992,ACC-00455,22211.57,credit,2025-09-16T05:47:01Z,pending
TXN-0000993,ACC-00148,8190.35,credit,2025-07-19T22:11:28Z,pending
TXN-0000994,ACC-00072,41775.74,debit,2024-04-21T13:37:49Z,completed
TXN-0000995,ACC-00156,23731.18,credit,2024-02-21T08:29:14Z,failed
TXN-0000996,ACC-00388,18789.24,debit,2024-11-14T00:53:58Z,failed
TXN-0000997,ACC-00469,13667.17,debit,2025-03-07T17:07:15Z,pending
TXN-0000998,ACC-00364,28396.25,debit,2024-06-03T18:25:48Z,completed
TXN-0000999,ACC-00427,19089.09,credit,2024-02-02T19:16:42Z,pending
TXN-0001000,ACC-00428,29260.83,credit,2025-03-10T09:45:16Z,failed
TXN-0001001,ACC-00238,11226.79,debit,2024-04-29T15:12:53Z,pending
TXN-0001002,ACC-00154,47801.37,credit,2024-04-06T10:49:32Z,failed
TXN-0001003,ACC-00341,44634.43,credit,2024-05-19T07:44:31Z,pending
TXN-0001004,ACC-00465,34392.47,debit,2024-01-23T02:12:29Z,completed
TXN-0001005,ACC-00392,13861.57,debit,2025-04-10T04:08:36Z,failed
TXN-0001006,ACC-00186,29053.71,credit,2025-11-05T11:08:28Z,pending
TXN-0001007,ACC-00322,34295.96,debit,2024-10-16T20:59:36Z,failed
TXN-0001008,ACC-00376,28763.61,credit,2024-05-06T11:41:32Z,failed
TXN-0001009,ACC-00030,7307.71,credit,2025-11-13T05:01:13Z,failed
TXN-0001010,ACC-00070,17869.92,debit,2024-07-30T18:56:37Z,pending
TXN-0001011,ACC-00215,31812.72,credit,2024-02-07T20:06:41Z,pending
TXN-0001012,ACC-00150,26481.09,debit,2025-02-03T03:09:56Z,completed
TXN-0001013,ACC-00393,31401.87,debit,2025-04-10T01:44:30Z,completed
TXN-0001014,ACC-00279,16131.02,credit,2025-10-04T05:04:44Z,failed
TXN-0001015,ACC-00410,15054.31,credit,2024-03-15T10:27:51Z,failed
TXN-0001016,ACC-00297,17582.12,debit,2024-01-11T00:25:47Z,completed
TXN-0001017,ACC-00266,14071.61,credit,2024-11-16T00:08:03Z,pending
TXN-0001018,ACC-00472,45539.49,debit,2024-06-18T05:30:25Z,completed
TXN-0001019,ACC-00258,11056.45,debit,2025-09-09T13:51:49Z,failed
TXN-0001020,ACC-00315,34482.95,debit,2024-11-20T03:53:53Z,pending
TXN-0001021,ACC-00470,3820.94,debit,2025-12-18T05:36:19Z,completed
TXN-0001022,ACC-00246,17411.15,credit,2024-04-17T23:24:30Z,pending
TXN-0001023,ACC-00456,49379.1,credit,2024-05-13T18:10:26Z,failed
TXN-0001024,ACC-00156,1438.95,debit,2024-06-21T17:03:02Z,completed
TXN-0001025,ACC-00439,34712.52,debit,2024-08-26T18:52:45Z,completed
TXN-0001026,ACC-00108,6511.78,debit,2024-11-25T22:56:25Z,failed
TXN-0001027,ACC-00391,39201.7,debit,2024-01-15T14:34:36Z,pending
TXN-0001028,ACC-00388,21562.94,debit,2024-03-24T17:51:42Z,completed
TXN-0001029,ACC-00407,32989.78,debit,2024-12-30T08:19:43Z,completed
TXN-0001030,ACC-00466,12651.37,debit,2024-08-22T07:05:07Z,failed
TXN-0001031,ACC-00006,37727.76,debit,2025-12-15T15:52:16Z,failed
TXN-0001032,ACC-00106,29380.56,debit,2024-05-23T12:34:58Z,failed
TXN-0001033,ACC-00180,1463.93,debit,2025-10-19T00:00:05Z,failed
TXN-0001034,ACC-00483,13869.51,credit,2024-09-30T13:32:41Z,completed
TXN-0001035,ACC-00438,25032.22,debit,2025-01-27T04:11:24Z,failed
TXN-0001036,ACC-00035,4956.19,debit,2025-02-14T18:16:07Z,completed
TXN-0001037,ACC-00367,9578.18,credit,2024-05-13T10:05:21Z,failed
TXN-0001038,ACC-00003,48679.02,debit,2025-12-18T20:56:06Z,completed
TXN-0001039,ACC-00472,25210.26,credit,2024-10-11T15:21:57Z,failed
TXN-0001040,ACC-00302,9257.1,debit,2024-05-20T11:15:39Z,pending
TXN-0001041,ACC-00195,21205.17,debit,2024-11-12T13:48:14Z,completed
TXN-0001042,ACC-00390,49230.65,debit,2024-12-27T21:02:13Z,completed
TXN-0001043,ACC-00267,6796.48,credit,2025-07-01T09:08:11Z,pending
TXN-0001044,ACC-00286,36107.11,debit,2024-09-11T20:30:52Z,pending
TXN-0001045,ACC-00060,19239.67,credit,2025-04-11T08:04:17Z,failed
TXN-0001046,ACC-00160,34352.64,credit,2024-06-24T10:35:09Z,failed
TXN-0001047,ACC-00209,14530.18,credit,2024-05-26T15:12:25Z,completed
TXN-0001048,ACC-00459,42053.07,credit,2025-12-30T09:45:26Z,failed
TXN-0001049,ACC-00189,8965.68,credit,2025-06-06T00:46:04Z,completed
TXN-0001050,ACC-00203,21903.48,debit,2024-04-02T14:22:54Z,completed
TXN-0001051,ACC-00203,20031.81,debit,2025-07-29T21:17:49Z,completed
TXN-0001052,ACC-00034,18186.14,debit,2024-09-20T00:33:05Z,completed
TXN-0001053,ACC-00305,42201.63,credit,2024-04-05T08:27:09Z,completed
TXN-0001054,ACC-00430,21235.79,credit,2024-08-04T07:57:28Z,failed
TXN-0001055,ACC-00393,29096.35,credit,2025-08-10T10:30:31Z,failed
TXN-0001056,ACC-00483,20012.38,credit,2025-06-01T19:45:36Z,failed
TXN-0001057,ACC-00487,20222.78,credit,2025-02-01T05:27:27Z,pending
TXN-0001058,ACC-00076,38400.21,debit,2024-04-04T21:47:16Z,pending
TXN-0001059,ACC-00251,24864.19,debit,2024-01-24T02:05:11Z,completed
TXN-0001060,ACC-00378,2643.57,debit,2025-01-21T21:54:27Z,failed
TXN-0001061,ACC-00014,48603.66,credit,2025-04-14T14:15:40Z,failed
TXN-0001062,ACC-00168,7637.68,debit,2025-08-13T10:37:22Z,completed
TXN-0001063,ACC-00339,37580.74,credit,2025-09-07T17:35:04Z,pending
TXN-0001064,ACC-00104,14678.85,credit,2025-01-15T18:55:44Z,failed
TXN-0001065,ACC-00134,27122.36,debit,2025-08-16T09:20:17Z,completed
TXN-0001066,ACC-00221,44006.4,debit,2024-10-24T23:22:45Z,pending
TXN-0001067,ACC-00162,42643.86,credit,2024-12-23T00:36:48Z,completed
TXN-0001068,ACC-00017,8844.28,credit,2025-11-18T04:00:27Z,failed
TXN-0001069,ACC-00085,24574.49,debit,2024-08-30T16:40:13Z,failed
TXN-0001070,ACC-00200,24373.26,debit,2025-03-17T20:13:47Z,failed
TXN-0001071,ACC-00252,33004.27,credit,2025-01-04T15:37:30Z,failed
TXN-0001072,ACC-00438,7816.39,debit,2024-10-30T23:56:30Z,pending
TXN-0001073,ACC-00254,29552.66,credit,2025-04-24T04:35:20Z,failed
TXN-0001074,ACC-00181,38323.77,credit,2024-09-05T22:13:55Z,completed
TXN-0001075,ACC-00015,29523.58,debit,2025-10-12T01:35:00Z,pending
TXN-0001076,ACC-00179,40477.86,debit,2025-08-17T08:15:01Z,failed
TXN-0001077,ACC-00175,19029.29,credit,2024-09-25T01:55:56Z,pending
TXN-0001078,ACC-00211,17564.11,debit,2024-07-11T07:51:29Z,completed
TXN-0001079,ACC-00332,15605.66,debit,2025-12-08T02:52:52Z,failed
TXN-0001080,ACC-00034,43447.13,debit,2024-09-19T05:12:47Z,completed
TXN-0001081,ACC-00011,26921.3,debit,2024-12-23T23:58:25Z,failed
TXN-0001082,ACC-00443,21124.23,credit,2024-07-26T02:08:10Z,completed
TXN-0001083,ACC-00357,23485.53,debit,2024-09-02T20:15:17Z,pending
TXN-0001084,ACC-00293,19515.65,debit,2025-09-19T20:17:57Z,pending
TXN-0001085,ACC-00052,34543.51,debit,2024-09-17T22:53:14Z,pending
TXN-0001086,ACC-00258,40573.05,credit,2024-05-09T10:09:23Z,failed
TXN-0001087,ACC-00154,18167.35,credit,2024-06-05T17:03:12Z,pending
TXN-0001088,ACC-00326,42366.86,debit,2025-10-14T17:49:39Z,failed
TXN-0001089,ACC-00110,14368.49,debit,2024-08-18T22:27:05Z,failed
TXN-0001090,ACC-00206,40230.35,debit,2025-07-11T11:01:30Z,failed
TXN-0001091,ACC-00049,29593.64,credit,2024-02-22T05:59:58Z,failed
TXN-0001092,ACC-00411,26553.65,credit,2024-06-11T21:49:16Z,pending
TXN-0001093,ACC-00408,3834.0,credit,2025-01-26T23:09:45Z,pending
TXN-0001094,ACC-00222,33173.17,credit,2024-06-04T09:42:19Z,pending
TXN-0001095,ACC-00206,12563.99,credit,2025-06-05T14:47:25Z,failed
TXN-0001096,ACC-00093,44044.95,debit,2025-03-24T01:08:18Z,pending
TXN-0001097,ACC-00110,33040.65,credit,2024-07-27T02:41:17Z,failed
TXN-0001098,ACC-00273,40446.87,credit,2025-12-26T22:52:35Z,failed
TXN-0001099,ACC-00373,31338.3,debit,2024-10-09T22:34:19Z,pending
TXN-0001100,ACC-00076,12019.46,credit,2025-10-17T15:34:28Z,pending
TXN-0001101,ACC-00211,15933.34,debit,2025-05-07T09:15:53Z,completed
TXN-0001102,ACC-00434,20622.51,credit,2025-05-16T19:06:28Z,completed
TXN-0001103,ACC-00132,34343.06,debit,2024-11-11T05:53:22Z,completed
TXN-0001104,ACC-00059,7498.96,debit,2024-07-09T18:03:58Z,pending
TXN-0001105,ACC-00238,24269.63,credit,2024-11-23T19:00:24Z,failed
TXN-0001106,ACC-00464,1851.15,debit,2024-07-30T19:43:10Z,completed
TXN-0001107,ACC-00015,12920.58,credit,2025-05-26T14:30:43Z,failed
TXN-0001108,ACC-00091,32215.05,debit,2025-07-15T03:53:29Z,pending
TXN-0001109,ACC-00401,996.42,debit,2024-08-31T19:36:32Z,failed
TXN-0001110,ACC-00153,43358.72,credit,2025-11-27T13:03:53Z,pending
TXN-0001111,ACC-00344,32871.87,debit,2024-11-04T06:39:35Z,failed
TXN-0001112,ACC-00432,7028.87,debit,2025-03-19T11:42:54Z,failed
TXN-0001113,ACC-00257,46646.84,credit,2025-01-20T14:31:09Z,completed
TXN-0001114,ACC-00122,29991.47,credit,2024-09-12T18:20:03Z,failed
TXN-0001115,ACC-00378,19498.14,debit,2025-12-27T14:59:08Z,pending
TXN-0001116,ACC-00112,7214.75,debit,2024-06-15T07:16:27Z,pending
TXN-0001117,ACC-00226,20419.37,debit,2025-01-15T20:56:47Z,failed
TXN-0001118,ACC-00192,34981.19,debit,2024-09-02T19:48:00Z,failed
TXN-0001119,ACC-00217,23743.23,debit,2024-08-03T17:19:57Z,completed
TXN-0001120,ACC-00186,23761.61,credit,2025-09-29T23:21:36Z,pending
TXN-0001121,ACC-00011,32270.23,debit,2025-10-15T14:11:34Z,failed
TXN-0001122,ACC-00340,39947.27,debit,2025-06-20T11:15:14Z,failed
TXN-0001123,ACC-00123,12649.89,credit,2024-08-28T05:10:57Z,failed
TXN-0001124,ACC-00491,35031.14,debit,2025-02-19T11:27:28Z,completed
TXN-0001125,ACC-00440,22120.7,debit,2025-12-07T15:41:52Z,pending
TXN-0001126,ACC-00475,48899.66,credit,2024-08-21T16:57:42Z,completed
TXN-0001127,ACC-00480,41135.56,debit,2024-08-19T00:21:53Z,completed
TXN-0001128,ACC-00441,44512.45,credit,2025-05-05T09:16:02Z,pending
TXN-0001129,ACC-00451,40612.58,credit,2025-09-05T01:56:34Z,completed
TXN-0001130,ACC-00141,43322.36,credit,2024-12-31T21:46:40Z,failed
TXN-0001131,ACC-00212,46324.93,credit,2025-07-11T05:02:40Z,pending
TXN-0001132,ACC-00449,45927.39,debit,2025-10-02T07:56:45Z,completed
TXN-0001133,ACC-00358,13049.24,debit,2024-09-30T07:04:39Z,pending
TXN-0001134,ACC-00309,36461.85,credit,2024-12-18T01:24:41Z,failed
TXN-0001135,ACC-00015,38099.01,debit,2025-05-04T10:57:56Z,pending
TXN-0001136,ACC-00406,32055.3,debit,2024-11-07T04:52:41Z,completed
TXN-0001137,ACC-00322,15278.07,debit,2024-03-27T01:59:14Z,completed
TXN-0001138,ACC-00128,25818.78,debit,2025-10-19T20:29:12Z,failed
TXN-0001139,ACC-00352,20516.4,credit,2024-12-16T16:22:54Z,pending
TXN-0001140,ACC-00448,36758.87,credit,2024-05-14T17:53:00Z,failed
TXN-0001141,ACC-00304,41338.6,credit,2024-06-03T07:21:36Z,completed
TXN-0001142,ACC-00213,18380.61,credit,2025-11-11T17:05:38Z,pending
TXN-0001143,ACC-00484,41734.12,debit,2024-01-17T02:31:17Z,completed
TXN-0001144,ACC-00473,27926.94,debit,2025-12-05T08:48:43Z,completed
TXN-0001145,ACC-00499,23121.78,credit,2025-06-28T16:27:19Z,completed
TXN-0001146,ACC-00026,20052.34,credit,2025-04-11T08:07:54Z,pending
TXN-0001147,ACC-00077,4453.97,credit,2024-05-12T03:19:13Z,failed
TXN-0001148,ACC-00061,706.73,credit,2025-08-23T16:27:45Z,pending
TXN-0001149,ACC-00424,33680.83,debit,2024-06-23T08:41:02Z,failed
TXN-0001150,ACC-00105,9528.02,credit,2024-08-11T16:00:00Z,failed
TXN-0001151,ACC-00254,19104.29,credit,2025-10-27T03:17:32Z,completed
TXN-0001152,ACC-00308,10779.11,credit,2025-07-18T10:49:12Z,failed
TXN-0001153,ACC-00097,20917.13,credit,2025-09-07T12:35:27Z,completed
TXN-0001154,ACC-00015,14510.36,credit,2024-07-01T21:46:12Z,failed
TXN-0001155,ACC-00231,45366.5,credit,2025-03-28T18:06:03Z,failed
TXN-0001156,ACC-00332,22908.75,debit,2024-12-30T04:35:12Z,completed
TXN-0001157,ACC-00447,16162.98,credit,2025-06-17T11:51:27Z,completed
TXN-0001158,ACC-00366,19175.39,credit,2025-07-25T17:58:30Z,failed
TXN-0001159,ACC-00132,3653.71,debit,2024-02-10T11:26:58Z,pending
TXN-0001160,ACC-00477,11742.84,credit,2025-04-15T23:38:21Z,failed
TXN-0001161,ACC-00496,40112.62,debit,2024-01-05T03:56:09Z,pending
TXN-0001162,ACC-00259,30983.27,credit,2024-11-02T13:40:54Z,failed
TXN-0001163,ACC-00190,6612.78,debit,2025-03-26T21:03:37Z,completed
TXN-0001164,ACC-00134,8494.16,credit,2025-12-23T14:33:04Z,pending
TXN-0001165,ACC-00450,23404.78,debit,2024-09-03T11:13:29Z,failed
TXN-0001166,ACC-00272,21647.05,credit,2024-03-31T18:05:37Z,pending
TXN-0001167,ACC-00023,48925.85,credit,2025-11-08T01:17:04Z,pending
TXN-0001168,ACC-00383,18030.25,credit,2024-08-07T18:06:49Z,pending
TXN-0001169,ACC-00314,41479.63,credit,2025-02-05T13:04:09Z,pending
TXN-0001170,ACC-00224,44633.7,credit,2025-07-26T08:14:17Z,pending
TXN-0001171,ACC-00392,47502.58,credit,2024-02-11T08:08:00Z,completed
TXN-0001172,ACC-00077,2729.3,debit,2024-01-28T20:31:14Z,pending
TXN-0001173,ACC-00134,8178.58,credit,2024-12-04T23:38:32Z,completed
TXN-0001174,ACC-00459,46360.39,debit,2024-12-08T22:31:24Z,pending
TXN-0001175,ACC-00364,28043.17,credit,2025-01-17T21:58:21Z,completed
TXN-0001176,ACC-00434,35988.48,debit,2024-04-06T01:04:55Z,pending
TXN-0001177,ACC-00048,10187.48,credit,2024-05-20T07:39:09Z,completed
TXN-0001178,ACC-00384,25437.38,credit,2025-03-13T11:41:32Z,failed
TXN-0001179,ACC-00300,10620.6,debit,2025-02-12T13:38:16Z,failed
TXN-0001180,ACC-00093,20821.53,debit,2024-07-10T04:42:25Z,pending
TXN-0001181,ACC-00347,4716.17,credit,2024-01-21T03:58:11Z,pending
TXN-0001182,ACC-00349,49066.74,debit,2024-11-02T03:51:27Z,pending
TXN-0001183,ACC-00303,46457.49,debit,2025-10-12T02:23:09Z,pending
TXN-0001184,ACC-00079,1444.7,credit,2025-10-07T05:21:21Z,failed
TXN-0001185,ACC-00338,23993.27,credit,2025-04-06T12:46:12Z,failed
TXN-0001186,ACC-00003,16472.02,debit,2025-05-24T15:56:48Z,failed
TXN-0001187,ACC-00487,22655.65,debit,2024-06-13T04:09:49Z,completed
TXN-0001188,ACC-00411,32182.56,credit,2025-09-11T22:32:16Z,completed
TXN-0001189,ACC-00381,3537.13,credit,2024-03-12T21:16:33Z,pending
TXN-0001190,ACC-00131,8901.36,credit,2024-03-10T06:35:26Z,completed
TXN-0001191,ACC-00437,10411.93,credit,2025-08-28T10:47:39Z,pending
TXN-0001192,ACC-00146,32358.75,debit,2024-04-03T16:11:02Z,pending
TXN-0001193,ACC-00252,40055.22,credit,2025-12-02T22:49:40Z,failed
TXN-0001194,ACC-00309,6565.2,debit,2025-10-08T06:35:23Z,pending
TXN-0001195,ACC-00263,9994.36,credit,2025-11-18T17:17:43Z,pending
TXN-0001196,ACC-00244,13424.7,credit,2024-03-11T01:51:59Z,pending
TXN-0001197,ACC-00416,18412.43,debit,2024-12-03T04:19:15Z,failed
TXN-0001198,ACC-00219,4648.28,credit,2024-12-26T00:43:47Z,failed
TXN-0001199,ACC-00115,32380.88,debit,2025-12-23T20:54:06Z,pending
TXN-0001200,ACC-00270,31478.35,debit,2024-08-13T19:05:49Z,pending
TXN-0001201,ACC-00224,3960.08,credit,2024-08-21T07:44:10Z,completed
TXN-0001202,ACC-00066,34216.01,credit,2025-10-15T15:24:16Z,completed
TXN-0001203,ACC-00268,21387.16,debit,2025-03-03T23:16:43Z,completed
TXN-0001204,ACC-00470,2255.7,debit,2025-01-31T15:14:07Z,pending
TXN-0001205,ACC-00212,4725.12,credit,2024-10-03T02:12:38Z,pending
TXN-0001206,ACC-00300,4089.4,debit,2024-03-29T11:54:41Z,failed
TXN-0001207,ACC-00339,23144.48,debit,2025-10-16T16:58:40Z,pending
TXN-0001208,ACC-00024,4165.44,credit,2024-08-31T20:23:03Z,failed
TXN-0001209,ACC-00371,22750.45,credit,2025-04-29T12:40:06Z,pending
TXN-0001210,ACC-00175,48336.01,debit,2024-06-12T22:35:58Z,completed
TXN-0001211,ACC-00041,37351.72,credit,2025-11-08T00:05:45Z,failed
TXN-0001212,ACC-00055,21690.51,debit,2024-01-05T12:59:50Z,pending
TXN-0001213,ACC-00060,666.22,credit,2024-12-23T10:03:37Z,failed
TXN-0001214,ACC-00208,43439.16,credit,2024-08-23T04:36:02Z,failed
TXN-0001215,ACC-00417,48696.12,credit,2025-06-20T10:52:41Z,failed
TXN-0001216,ACC-00494,34514.98,credit,2025-09-16T23:35:25Z,pending
TXN-0001217,ACC-00045,6255.35,debit,2024-05-28T04:48:31Z,completed
TXN-0001218,ACC-00418,795.25,debit,2025-10-29T05:08:41Z,completed
TXN-0001219,ACC-00108,24056.38,debit,2025-05-19T16:01:41Z,completed
TXN-0001220,ACC-00224,42104.64,debit,2024-03-07T20:54:00Z,pending
TXN-0001221,ACC-00395,23171.81,credit,2024-11-23T16:23:55Z,completed
TXN-0001222,ACC-00060,8306.11,debit,2025-07-27T19:52:45Z,failed
TXN-0001223,ACC-00228,48193.38,credit,2024-01-16T05:53:17Z,pending
TXN-0001224,ACC-00300,12132.24,credit,2025-03-18T06:57:11Z,pending
TXN-0001225,ACC-00027,16693.17,debit,2025-05-04T15:41:30Z,failed
TXN-0001226,ACC-00222,48974.37,credit,2025-07-26T12:08:08Z,failed
TXN-0001227,ACC-00306,36554.2,credit,2024-01-29T18:03:03Z,pending
TXN-0001228,ACC-00205,24305.56,credit,2024-06-29T03:02:13Z,failed
TXN-0001229,ACC-00032,26415.91,credit,2025-03-23T16:56:14Z,pending
TXN-0001230,ACC-00284,3176.46,credit,2025-11-21T14:46:55Z,pending
TXN-0001231,ACC-00060,24739.95,credit,2024-12-14T05:23:27Z,failed
TXN-0001232,ACC-00224,1041.33,credit,2025-07-18T01:31:10Z,completed
TXN-0001233,ACC-00241,17193.03,debit,2025-01-29T07:01:11Z,completed
TXN-0001234,ACC-00301,45453.6,credit,2025-12-16T22:23:48Z,failed
TXN-0001235,ACC-00437,42123.51,credit,2024-04-11T20:58:22Z,pending
TXN-0001236,ACC-00371,35569.55,credit,2025-10-09T01:45:02Z,failed
TXN-0001237,ACC-00335,36729.5,credit,2025-09-13T04:30:53Z,completed
TXN-0001238,ACC-00319,10361.22,debit,2025-06-02T02:50:00Z,pending
TXN-0001239,ACC-00067,8665.38,debit,2025-04-15T11:58:47Z,pending
TXN-0001240,ACC-00052,39674.33,credit,2024-08-23T20:28:53Z,completed
TXN-0001241,ACC-00108,27841.97,debit,2024-10-05T16:16:11Z,pending
TXN-0001242,ACC-00183,33846.72,debit,2025-10-05T02:04:55Z,failed
TXN-0001243,ACC-00017,40340.97,credit,2024-11-30T11:20:50Z,completed
TXN-0001244,ACC-00317,11335.29,debit,2025-01-12T18:30:22Z,pending
TXN-0001245,ACC-00175,39244.51,debit,2025-08-21T03:36:33Z,failed
TXN-0001246,ACC-00137,44815.99,debit,2025-07-02T16:20:31Z,completed
TXN-0001247,ACC-00475,47313.44,credit,2025-10-15T16:30:16Z,completed
TXN-0001248,ACC-00500,5295.49,debit,2025-10-01T17:12:26Z,failed
TXN-0001249,ACC-00022,25365.78,debit,2025-05-04T06:40:26Z,completed
TXN-0001250,ACC-00446,10270.11,credit,2024-05-01T23:17:55Z,failed
TXN-0001251,ACC-00150,35408.46,credit,2025-07-22T23:45:25Z,completed
TXN-0001252,ACC-00079,32355.0,credit,2025-09-28T06:15:49Z,completed
TXN-0001253,ACC-00063,42429.91,credit,2024-11-18T22:08:19Z,completed
TXN-0001254,ACC-00126,41740.83,credit,2024-09-22T02:40:02Z,pending
TXN-0001255,ACC-00259,8563.92,credit,2024-10-16T06:43:00Z,failed
TXN-0001256,ACC-00387,20751.02,debit,2024-04-27T18:14:16Z,failed
TXN-0001257,ACC-00216,39361.0,debit,2025-09-14T18:03:05Z,pending
TXN-0001258,ACC-00212,45901.08,credit,2025-10-24T01:42:36Z,failed
TXN-0001259,ACC-00407,34110.25,debit,2024-12-09T18:15:53Z,completed
TXN-0001260,ACC-00395,498.43,debit,2024-03-06T20:22:49Z,pending
TXN-0001261,ACC-00162,20083.14,debit,2024-12-03T03:41:37Z,completed
TXN-0001262,ACC-00202,37959.86,debit,2025-12-02T00:01:36Z,failed
TXN-0001263,ACC-00030,48886.67,credit,2024-11-21T16:25:02Z,pending
TXN-0001264,ACC-00454,34043.85,credit,2025-07-14T10:41:10Z,failed
TXN-0001265,ACC-00161,45461.63,debit,2025-10-04T08:27:49Z,pending
TXN-0001266,ACC-00461,26390.06,debit,2025-06-27T22:26:46Z,pending
TXN-0001267,ACC-00229,32194.32,credit,2025-06-25T17:48:04Z,pending
TXN-0001268,ACC-00455,40591.74,credit,2025-08-25T06:30:35Z,completed
TXN-0001269,ACC-00452,15077.27,debit,2025-02-21T10:29:11Z,pending
TXN-0001270,ACC-00200,36255.21,debit,2025-02-08T06:15:30Z,failed
TXN-0001271,ACC-00146,10687.51,credit,2025-02-08T22:24:17Z,pending
TXN-0001272,ACC-00388,31784.64,debit,2024-01-22T15:55:48Z,failed
TXN-0001273,ACC-00304,12935.25,credit,2025-07-18T07:06:50Z,pending
TXN-0001274,ACC-00259,5522.98,debit,2025-10-15T16:15:08Z,pending
TXN-0001275,ACC-00133,31349.85,credit,2024-04-06T04:02:31Z,completed
TXN-0001276,ACC-00388,32548.47,debit,2024-12-14T13:03:42Z,pending
TXN-0001277,ACC-00294,36843.2,credit,2024-09-20T07:03:02Z,completed
TXN-0001278,ACC-00413,37288.16,debit,2024-09-29T02:45:27Z,pending
TXN-0001279,ACC-00146,33346.45,debit,2025-07-08T20:28:02Z,pending
TXN-0001280,ACC-00267,36875.88,debit,2024-09-11T15:30:37Z,failed
TXN-0001281,ACC-00299,9628.57,credit,2024-12-18T20:56:40Z,completed
TXN-0001282,ACC-00076,35582.31,credit,2024-03-04T15:36:21Z,completed
TXN-0001283,ACC-00032,21244.91,debit,2025-01-04T22:00:02Z,completed
TXN-0001284,ACC-00229,3904.56,credit,2025-04-01T21:34:41Z,failed
TXN-0001285,ACC-00266,38941.46,credit,2025-03-29T20:12:42Z,pending
TXN-0001286,ACC-00326,21171.69,credit,2025-06-19T04:13:25Z,pending
TXN-0001287,ACC-00375,48663.65,debit,2024-04-22T02:48:28Z,failed
TXN-0001288,ACC-00066,24238.74,credit,2024-04-10T11:54:52Z,failed
TXN-0001289,ACC-00263,43163.72,debit,2025-06-23T09:52:20Z,completed
TXN-0001290,ACC-00234,23668.3,debit,2025-03-10T05:00:46Z,pending
TXN-0001291,ACC-00472,47591.14,credit,2024-03-26T16:48:54Z,completed
TXN-0001292,ACC-00190,28588.67,debit,2025-02-10T01:16:44Z,completed
TXN-0001293,ACC-00061,18574.0,credit,2024-08-23T13:10:39Z,pending
TXN-0001294,ACC-00249,1399.86,debit,2024-04-20T09:40:40Z,failed
TXN-0001295,ACC-00216,2433.5,credit,2025-11-21T13:13:39Z,pending
TXN-0001296,ACC-00111,9154.67,credit,2024-01-02T14:52:52Z,completed
TXN-0001297,ACC-00281,17433.1,debit,2024-11-20T08:09:54Z,pending
TXN-0001298,ACC-00294,15485.78,credit,2025-11-30T06:34:17Z,pending
TXN-0001299,ACC-00401,18865.9,debit,2025-08-14T19:48:01Z,completed
TXN-0001300,ACC-00259,31823.38,credit,2025-06-02T05:53:46Z,pending
TXN-0001301,ACC-00077,43317.41,credit,2024-03-10T08:57:06Z,failed
TXN-0001302,ACC-00341,31179.85,credit,2024-06-29T20:07:18Z,pending
TXN-0001303,ACC-00174,27050.18,credit,2025-07-25T14:24:31Z,pending
TXN-0001304,ACC-00331,4427.41,debit,2025-07-03T07:19:27Z,completed
TXN-0001305,ACC-00293,31505.83,credit,2025-03-11T18:37:29Z,failed
TXN-0001306,ACC-00064,32196.07,debit,2024-05-29T11:05:39Z,failed
TXN-0001307,ACC-00278,28843.2,debit,2025-03-18T22:07:32Z,failed
TXN-0001308,ACC-00097,37528.18,debit,2024-04-03T10:14:27Z,failed
TXN-0001309,ACC-00480,26593.44,debit,2024-08-01T13:40:22Z,completed
TXN-0001310,ACC-00126,41484.7,credit,2024-03-06T17:57:07Z,failed
TXN-0001311,ACC-00311,16022.24,debit,2025-01-16T17:43:17Z,completed
TXN-0001312,ACC-00175,21851.43,credit,2024-01-19T16:27:13Z,failed
TXN-0001313,ACC-00163,19101.17,debit,2024-03-30T01:07:50Z,completed
TXN-0001314,ACC-00278,8408.63,debit,2024-05-21T21:11:44Z,pending
TXN-0001315,ACC-00394,4482.34,credit,2024-11-12T08:10:58Z,failed
TXN-0001316,ACC-00087,2946.63,credit,2024-05-20T22:37:09Z,completed
TXN-0001317,ACC-00366,2926.03,credit,2024-03-17T16:43:32Z,pending
TXN-0001318,ACC-00073,20641.73,credit,2024-07-19T08:14:37Z,pending
TXN-0001319,ACC-00483,41387.24,debit,2024-02-10T07:04:41Z,completed
TXN-0001320,ACC-00123,37606.93,debit,2025-01-17T21:48:10Z,failed
TXN-0001321,ACC-00386,25221.56,debit,2024-07-28T03:53:00Z,completed
TXN-0001322,ACC-00163,23241.71,credit,2024-02-20T20:13:46Z,pending
TXN-0001323,ACC-00015,20375.28,debit,2025-12-10T17:15:24Z,completed
TXN-0001324,ACC-00138,27704.21,debit,2024-07-10T07:39:53Z,failed
